"","16SPOST05801","16SPOST05802","16SPOST05803","16SPOST05804","16SPOST05805","16SPOST05806","16SPOST05807","16SPOST05808","16SPOST05809","16SPOST05810","16SPOST05811","16SPOST05812","16SPOST60101","16SPOST60102","16SPOST60103","16SPOST60104","16SPOST60105","16SPOST60106","16SPOST60107","16SPOST60108","16SPOST60109","16SPOST60110","16SPOST60111","16SPOST60112","16SPOST60301","16SPOST60302","16SPOST60303","16SPOST60304","16SPOST60305","16SPOST60306","16SPOST60307","16SPOST60308","16SPOST60309","16SPOST60310","16SPOST60311","16SPOST60312","16SPRE05801","16SPRE05802","16SPRE05803","16SPRE05804","16SPRE05805","16SPRE05806","16SPRE05807","16SPRE05808","16SPRE05809","16SPRE05810","16SPRE05811","16SPRE05812","16SPRE60101","16SPRE60102","16SPRE60103","16SPRE60104","16SPRE60105","16SPRE60106","16SPRE60107","16SPRE60108","16SPRE60109","16SPRE60110","16SPRE60111","16SPRE60112","16SPRE60301","16SPRE60302","16SPRE60303","16SPRE60304","16SPRE60305","16SPRE60306","16SPRE60307","16SPRE60308","16SPRE60309","16SPRE60310","16SPRE60311","16SPRE60312"
"Otu1284",0,0,2,0,1,1,3,0,2,0,0,1,6,5,5,2,3,6,0,6,5,1,3,3,1,3,0,0,1,3,0,0,3,1,0,0,0,1,1,0,0,1,1,1,0,1,0,1,5,0,11,6,9,5,5,8,3,1,3,3,2,0,1,0,0,3,5,2,0,6,4,0
"Otu2117",4,5,2,1,5,5,1,1,1,0,1,1,5,5,6,0,1,3,0,18,4,0,11,19,9,11,0,28,0,0,0,0,1,7,0,0,2,3,4,3,0,7,1,6,3,0,1,2,3,0,1,1,2,1,0,2,0,3,0,1,5,10,10,4,1,1,12,5,7,6,12,3
"Otu2816",0,1,0,0,2,3,1,0,4,5,2,3,0,2,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,7,0,4,9,11,5,10,5,2,1,1,0,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
"Otu8043",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Otu2363",0,0,0,1,2,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"Otu1810",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu12335",4,0,3,0,7,3,5,0,0,0,9,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,9,9,1,11,3,3,3,3,2,2,13,3,1,0,3,1,1,7,8,10,0,5,4,8,5,5,19,22,4,2,8,4,18,0,7,2
"Otu5321",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
"Otu80",168,40,17,11,16,19,38,30,23,6,75,48,3,1,5,2,6,5,1,6,7,0,2,4,2,4,0,27,4,159,0,0,0,0,0,0,13,19,2,42,5,1,42,82,33,22,84,14,8,2,9,9,10,8,16,21,17,23,21,29,8,4,22,50,25,6,45,31,19,19,20,13
"Otu2215",1,0,0,1,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,4,1,1,1,1,0,1,3,0,1,0,0,2,0,0,0,0,0,0,2,0
"Otu14291",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu11627",4,7,4,1,5,4,7,10,7,9,8,7,0,0,1,2,3,7,0,4,4,1,3,1,1,0,0,9,2,1,0,1,0,0,0,0,5,3,2,5,3,2,7,6,12,2,6,5,1,4,8,5,0,8,4,5,5,3,12,5,13,2,3,16,6,2,25,10,14,5,11,5
"Otu794",9,11,3,0,5,6,7,9,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,4,0,3,0,2,3,0,4,3,1,0,1,3,3,0,1,2,0,3,1,0,0,0,1,4,1,0,3,0,1,1,3,0
"Otu1639",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,2,1,0,0,3,0,2,1,1,1,0,0,0,0,1,0,0,0,2,1,0
"Otu2312",0,0,0,0,0,0,0,3,0,3,0,0,0,0,2,0,2,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0,2,0,1,0,1,0,0,7,5,1,4,4,0,0,1,4,4,1,2,1,1,4,1,0,2,3,1,2,0
"Otu18",54,35,20,65,41,55,27,24,50,51,88,28,53,37,27,11,68,66,1,36,57,3,19,8,56,52,7,35,7,7,0,0,26,11,0,1,107,120,115,78,50,94,81,87,68,85,119,73,168,31,132,225,156,147,215,237,151,159,125,94,153,147,190,70,84,61,59,132,184,118,120,185
"Otu6347",3,2,1,1,0,0,4,0,0,3,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,1,1,0,1,0,0,0,0,0,0,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"Otu51",2,5,0,0,8,4,1,1,37,13,22,9,3,3,3,4,8,20,0,26,7,8,3,19,36,56,1,38,0,15,0,0,17,11,0,0,1,4,14,0,6,0,0,3,0,19,0,6,14,2,14,44,26,33,40,31,14,14,23,45,64,114,79,69,91,243,113,128,89,70,58,119
"Otu385",9,13,6,8,4,13,4,2,11,4,6,6,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,1,3,0,0,4,1,9,1,2,3,5,2,4,8,1,3,0,0,0,0,0,0,1,0,1,0,0,0,3,3,8,5,0,3,11,2,1,3,7,0
"Otu251",14,12,1,0,4,7,29,11,1,3,31,0,0,0,6,0,0,0,0,1,3,0,0,0,4,3,0,2,0,0,0,0,0,0,0,0,16,3,3,16,0,0,5,0,10,9,5,0,0,0,0,1,1,0,2,1,3,6,11,13,28,1,2,4,0,0,21,2,1,3,1,0
"Otu231",2,6,3,7,1,0,6,12,1,7,5,3,0,2,3,0,2,2,0,0,4,0,1,0,0,3,0,1,0,0,0,0,0,2,0,0,0,1,7,2,11,1,5,7,31,11,1,1,6,40,2,1,4,3,2,3,2,4,1,13,2,2,0,1,12,4,0,13,2,9,7,0
"Otu684",5,8,2,5,1,4,2,12,6,7,6,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,10,10,1,10,1,1,1,6,3,4,2,9,2,0,1,1,1,2,0,0,0,1,0,0,2,1,0,1,1,4,0,0,0,0,2,0
"Otu14",69,64,125,71,101,126,108,93,100,153,71,86,70,130,91,39,82,112,2,139,108,36,96,91,57,123,19,80,32,37,2,22,49,202,2,0,98,90,160,74,136,102,74,132,96,108,57,97,152,227,148,154,149,133,134,114,78,104,134,147,118,168,80,85,121,217,195,182,126,174,190,191
"Otu9275",4,5,1,5,2,9,0,2,6,4,6,4,2,1,1,0,1,1,0,0,4,0,0,2,2,0,0,2,1,1,0,0,0,4,0,0,1,4,4,3,0,5,1,0,2,2,5,1,4,0,4,3,6,4,1,0,5,3,1,1,3,6,5,4,3,0,2,1,9,3,1,0
"Otu1097",2,2,0,4,3,5,2,3,1,0,3,5,2,2,1,0,0,0,0,0,1,0,1,0,1,0,0,5,0,0,0,0,0,1,0,0,4,1,4,4,0,2,5,1,3,2,4,3,0,1,5,6,2,0,3,2,1,3,1,4,1,1,0,1,4,0,1,1,1,4,4,0
"Otu605",13,24,4,11,5,8,17,22,20,8,13,16,0,0,8,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,4,4,0,0,28,19,4,21,18,19,18,22,16,10,14,19,1,10,2,3,1,2,2,0,4,2,2,6,3,1,6,14,2,10,1,0,1,3,4,1
"Otu4021",0,0,1,0,0,1,2,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,1,4,0,0,1,0,0,2,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0
"Otu2541",1,0,1,2,0,2,0,1,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,3,0,2,2,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu23",47,84,148,58,86,71,54,37,58,47,31,51,43,57,69,38,68,74,15,69,73,21,57,57,99,76,446,148,37,43,0,57,103,214,36,43,98,83,144,109,39,147,108,36,36,92,68,77,58,8,66,73,108,56,51,62,26,83,89,29,98,91,229,106,92,59,179,117,133,77,118,44
"Otu554",18,23,2,32,36,16,6,19,22,34,22,11,5,13,10,0,19,22,0,4,9,1,0,6,40,58,17,19,9,20,1,7,47,16,13,207,17,24,9,19,34,21,5,31,5,16,19,13,17,0,5,13,16,30,15,5,9,7,11,19,30,49,18,11,28,52,20,46,15,39,33,61
"Otu132",43,18,11,19,7,15,5,8,16,13,47,25,25,16,28,0,52,41,2,10,41,7,3,16,9,28,10,18,2,1,0,0,1,3,1,1,24,26,8,30,8,29,14,12,11,10,57,20,50,0,29,44,29,41,57,88,89,48,34,25,50,44,52,32,35,16,39,35,43,38,11,55
"Otu1251",2,1,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,1,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,2,4,0,2,0,8,0,0,2,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,6,1,2,0,1,0,0,1,2,1,0,7
"Otu3935",5,2,0,1,0,3,2,2,1,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,8,1,2,0,0,1,3,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0,1,0,0,1,0
"Otu12533",4,3,6,5,0,2,7,4,17,11,2,17,1,1,9,0,5,1,0,2,9,1,1,1,8,27,0,5,3,4,0,0,3,2,0,0,7,13,17,8,4,10,38,2,5,12,7,14,1,2,24,11,7,22,8,14,13,8,10,6,25,21,7,10,11,22,8,16,27,21,4,23
"Otu61",43,70,91,13,55,48,72,14,25,15,59,23,52,13,51,312,56,26,122,99,17,107,88,53,93,20,230,349,671,112,11,87,53,44,146,14,52,15,47,71,23,39,36,20,44,47,31,26,14,4,7,11,11,7,10,8,6,26,23,23,25,18,62,35,30,14,33,10,14,6,19,8
"Otu544",8,4,0,0,2,1,2,0,2,2,9,7,0,0,2,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4,9,0,3,2,1,4,1,6,2,9,1,3,0,1,1,7,3,5,1,1,1,4,1,1,2,3,7,10,0,1,5,3,5,1,0
"Otu131",2,1,0,1,2,5,2,0,1,3,8,5,2,6,6,0,4,6,0,3,12,0,1,3,10,4,0,8,0,0,0,0,3,1,0,0,3,10,10,0,3,2,0,0,2,9,2,2,15,6,11,14,12,15,13,15,18,8,23,35,15,15,26,16,19,4,33,15,29,11,17,6
"Otu16193",5,7,2,4,9,9,20,3,2,1,8,2,4,3,3,0,4,4,0,13,8,2,0,0,3,3,0,0,0,1,0,0,0,0,0,0,3,2,2,2,3,2,4,2,6,8,5,2,4,0,3,6,3,8,13,4,1,8,4,9,3,3,7,5,7,1,4,0,5,0,5,0
"Otu664",5,11,30,21,13,14,14,15,6,10,10,15,0,4,4,0,1,2,0,0,0,1,3,3,1,3,0,0,0,0,0,0,0,1,0,0,22,7,18,24,33,9,24,26,15,18,5,11,13,17,12,14,2,6,0,13,7,5,7,13,5,7,2,8,7,8,6,6,3,5,11,3
"Otu13",32,68,3,41,76,97,14,23,24,16,7,10,201,31,79,186,37,47,1052,150,142,259,112,53,108,17,663,92,511,169,59,835,192,236,480,394,4,10,3,10,5,12,6,2,17,1,1,0,2,2,1,0,0,2,4,2,2,1,1,2,4,2,1,0,2,6,0,7,0,3,4,3
"Otu2233",50,51,41,28,40,64,77,61,38,58,54,39,26,43,67,4,32,41,2,12,44,5,11,13,10,40,1,38,17,14,0,2,30,36,0,11,56,40,39,52,23,50,42,66,36,85,43,39,64,7,87,65,72,67,53,48,36,47,67,63,46,57,51,40,45,73,28,54,44,80,70,84
"Otu490",8,0,0,3,2,4,3,4,8,3,3,5,1,6,9,0,10,10,0,8,19,0,3,2,10,5,0,1,1,1,0,0,3,2,0,0,16,18,11,8,1,10,4,1,12,10,8,15,23,1,25,29,26,21,20,13,10,18,29,8,17,30,16,7,11,19,9,23,13,20,7,26
"Otu712",3,4,0,8,2,1,3,11,2,2,3,2,0,0,1,0,2,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,4,1,6,3,0,0,4,0,1,3,0,1,2,0,2,2,0,0,0,1,2,2,2,0,1,1,1,3,0,2,0,2,0,0,1,1
"Otu1042",2,6,10,0,7,5,3,2,0,3,2,0,0,0,0,0,2,6,0,0,0,0,3,0,0,0,0,3,0,0,0,0,1,5,0,0,3,1,3,1,16,3,4,0,10,2,4,1,2,6,2,0,1,3,0,1,0,0,2,1,1,1,0,3,0,1,1,2,2,2,3,0
"Otu26",1,32,25,35,25,23,35,40,34,81,4,41,25,73,77,4,30,47,4,47,58,14,83,54,38,63,33,37,0,36,0,11,202,55,17,0,19,17,35,28,37,43,49,80,2,47,10,46,17,0,22,26,17,37,10,12,3,21,35,33,31,30,2,4,15,56,2,20,18,29,16,20
"Otu471",6,3,0,3,5,8,6,5,1,2,3,5,3,2,4,2,4,1,0,2,1,0,1,5,2,4,0,5,0,1,0,0,0,1,0,0,5,2,4,6,1,1,1,2,0,2,3,2,2,2,4,0,4,4,4,5,18,1,2,5,4,6,3,7,3,7,1,4,2,3,4,1
"Otu245",24,15,3,4,8,14,36,10,8,14,35,9,2,5,2,0,1,1,1,3,2,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,19,8,4,17,7,2,10,10,17,15,11,10,13,7,25,20,14,18,15,22,15,15,22,21,22,19,21,46,25,1,34,14,23,5,5,9
"Otu53",61,29,34,26,61,30,49,21,28,14,66,19,9,5,6,2,15,5,0,7,8,1,1,8,10,4,0,7,2,0,0,0,0,2,0,0,47,35,30,55,51,8,7,24,49,37,74,4,12,12,19,18,10,27,6,10,15,17,29,112,35,22,34,30,33,22,144,29,23,13,75,23
"Otu337",5,4,0,8,3,6,7,6,8,6,1,6,0,0,3,0,2,1,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,11,0,0,12,6,6,5,6,7,8,2,7,7,2,11,2,0,3,1,2,2,1,0,0,3,0,1,5,2,0,0,5,1,0,3,0,2,3,0
"Otu680",2,0,5,4,0,2,3,4,1,6,0,3,0,0,3,0,0,0,0,0,0,0,0,0,1,2,0,1,0,1,0,0,1,0,0,0,2,0,3,1,0,3,1,1,1,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,2,1,2,0,2,1,7,1,1
"Otu120",17,6,7,10,9,15,6,9,12,13,2,20,1,6,6,1,4,17,2,2,6,0,4,6,7,9,13,3,3,6,0,1,2,13,0,0,11,5,25,5,8,11,4,7,8,16,7,6,14,4,16,23,10,8,5,6,15,15,25,25,10,21,20,5,34,23,6,17,13,24,42,19
"Otu405",6,31,2,14,10,9,16,26,20,14,8,33,2,5,3,0,3,1,0,2,1,0,0,0,0,5,0,3,0,0,1,0,0,6,0,0,18,36,17,20,12,14,20,65,15,14,9,25,1,0,4,2,6,3,37,35,28,1,5,4,3,2,0,1,10,5,1,4,2,5,2,7
"Otu229",13,16,102,6,36,3,9,5,1,3,8,2,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1,5,146,0,0,3,29,4,2,2,3,61,1,0,0,0,0,0,0,4,1,7,13,1,1,7,1,6,7,2,1,8,2,1
"Otu872",4,3,3,1,0,8,8,6,3,3,6,6,0,1,2,1,2,0,0,0,0,0,0,0,2,2,1,6,0,1,0,0,1,0,0,0,1,2,4,4,1,1,1,1,5,1,1,0,0,13,1,1,0,1,1,0,0,2,0,0,1,0,1,3,0,0,2,1,2,0,2,0
"Otu568",9,7,4,0,0,4,30,2,6,3,12,8,0,2,4,0,2,0,0,3,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,4,0,3,8,12,1,5,9,11,3,2,8,6,6,3,6,14,9,10,5,4,4,3,4,22,3,0,10,3,1,2,1,0
"Otu16226",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Otu500",1,0,0,0,0,1,0,0,1,1,4,1,0,5,6,0,6,2,0,0,5,0,0,0,6,14,0,6,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,2,0,6,0,0,3,2,3,0,8,0,2,6,6,9,3,17,0,0,5,4,6,15,1,11,5,4
"Otu2028",3,1,3,1,0,0,0,0,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,1,0,0,1,0,0,0,0,1,2,0,0,2,0,0,1,0,0,0,0,0,0,1,0
"Otu2123",1,1,0,2,0,1,1,1,0,2,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,2,3,0,0,0,0,1,0,1,0,0,1,2,1,1,1,2,0,0
"Otu965",12,3,0,0,5,0,1,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,6,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,8,0,0,2,0,0,0,0,0,0,0,0,0
"Otu2625",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"Otu104",36,13,6,7,39,9,5,11,7,4,46,13,1,0,5,0,4,6,0,0,2,0,3,2,7,9,0,2,2,0,0,0,5,0,0,0,22,24,30,17,4,24,11,6,16,20,41,20,2,2,11,3,13,17,10,14,4,6,1,9,20,17,29,25,8,6,19,15,23,13,11,53
"Otu35",48,48,108,23,78,40,76,39,46,40,50,23,22,34,32,8,17,14,0,41,28,14,25,53,18,30,1,27,0,14,3,1,15,68,0,0,22,19,32,18,64,17,13,32,27,48,31,9,12,13,33,22,17,16,20,38,10,36,27,48,49,36,102,76,73,34,106,54,59,35,61,40
"Otu139",49,28,14,38,16,20,10,24,46,20,22,26,3,0,3,0,3,1,0,1,4,0,1,0,2,48,0,3,0,1,4,0,3,20,0,0,33,10,27,20,2,22,8,6,16,12,25,7,2,0,4,8,8,13,6,2,7,7,2,5,16,15,12,4,7,14,4,4,25,13,8,23
"Otu82",40,54,18,23,45,38,11,5,41,7,13,11,1,1,1,0,2,1,0,0,0,0,1,0,0,2,81,3,0,5,0,0,1,5,0,0,76,33,26,82,27,51,54,12,68,36,23,19,1,0,1,3,1,1,0,0,0,1,1,0,0,0,2,0,1,3,0,0,0,2,0,0
"Otu191",22,32,24,3,1,32,38,21,27,13,25,10,3,3,7,0,8,7,0,6,4,1,6,2,1,0,0,9,0,0,3,0,3,3,0,0,13,13,20,16,0,8,28,3,20,22,9,8,0,0,0,1,1,0,0,1,0,2,2,1,0,4,12,6,4,1,0,1,6,1,0,7
"Otu199",19,19,11,16,10,11,26,21,17,6,29,27,11,9,8,2,3,10,2,9,6,0,1,13,3,4,0,6,0,0,0,0,3,0,0,0,13,15,13,17,2,17,9,9,34,20,12,12,13,1,21,10,10,17,14,26,19,18,12,13,11,10,9,11,22,16,4,3,8,12,8,11
"Otu123",7,9,7,3,2,8,5,2,3,1,3,8,4,3,3,0,2,3,0,6,1,6,0,0,2,3,0,0,1,0,0,0,0,5,0,0,16,10,16,12,4,11,13,3,12,8,7,5,10,1,14,8,14,8,7,26,8,8,12,1,6,8,17,19,11,3,18,12,15,6,4,4
"Otu1342",6,10,3,3,1,4,4,5,3,3,6,6,4,3,1,0,1,1,0,4,5,0,0,5,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,2,4,2,7,2,8,8,8,3,4,0,7,4,4,2,4,0,6,3,2,10,1,0,2,8,2,1,0,4,4,3,3,0
"Otu430",9,6,8,2,0,7,12,13,5,7,6,2,0,0,0,0,1,2,0,1,0,0,0,0,0,4,2,2,0,0,0,2,0,4,1,0,7,2,3,2,0,2,4,3,4,5,5,2,0,0,0,1,0,1,0,1,0,0,0,0,1,3,8,2,1,3,0,0,1,3,0,0
"Otu365",8,14,0,6,2,7,1,2,7,12,6,9,0,1,3,0,5,6,0,2,6,0,0,0,3,11,0,2,0,0,0,0,2,0,0,0,6,4,7,2,0,18,3,0,3,2,12,5,2,0,5,2,2,7,3,0,0,0,0,0,3,7,6,4,2,6,2,11,9,3,2,12
"Otu71",33,12,4,19,28,21,5,22,24,23,39,17,16,4,10,0,18,14,0,11,9,0,3,5,27,28,3,27,0,9,0,2,37,24,0,1,22,24,21,16,59,25,7,25,18,13,25,17,13,0,10,17,9,29,17,31,28,12,6,12,27,29,20,13,33,63,16,36,28,34,23,33
"Otu115",25,15,4,10,17,15,9,13,13,23,50,19,17,32,6,2,44,57,0,13,22,3,0,8,18,44,0,6,0,3,0,0,2,1,1,0,12,20,21,12,6,19,13,8,10,9,18,17,110,0,44,80,38,62,82,74,50,59,47,39,39,42,50,14,32,34,48,51,61,33,29,60
"Otu486",6,7,4,5,6,2,4,3,1,1,7,7,3,4,2,3,2,3,0,0,7,0,0,2,3,1,0,0,0,0,0,0,1,1,0,0,2,7,9,6,5,4,7,4,2,7,1,7,1,4,2,5,5,1,1,7,4,7,5,3,3,2,3,16,4,9,8,2,1,9,3,0
"Otu31",91,90,18,88,42,45,68,168,193,128,176,96,15,41,41,4,57,53,1,3,30,3,11,10,25,140,2,30,3,6,1,0,55,18,0,1,23,98,52,23,19,51,89,148,33,50,60,68,42,1,30,53,35,53,31,16,19,40,31,39,28,62,16,8,56,91,4,29,29,35,28,52
"Otu372",5,2,0,1,0,6,2,2,3,1,6,2,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,3,0,0,9,4,2,2,7,6,5,5,6,4,8,9,1,0,1,7,4,7,0,0,2,0,3,1,0,1,1,0,0,1,1,2,3,3,2,7
"Otu241",33,21,2,3,19,28,33,14,2,3,11,9,1,1,3,0,1,7,0,36,4,0,5,7,3,2,0,1,0,0,0,0,0,1,0,0,14,14,7,15,10,2,10,25,29,29,19,13,6,5,22,8,9,9,8,12,8,18,31,85,19,8,21,26,13,10,32,7,12,5,15,13
"Otu2717",13,7,0,5,9,11,9,5,0,0,14,4,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,10,1,3,14,10,1,1,3,3,7,6,6,0,0,1,2,2,0,4,2,0,2,2,7,10,7,3,12,2,0,4,0,2,4,0,0
"Otu2444",1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0
"Otu95",51,28,3,19,30,13,29,24,11,12,51,21,0,2,3,0,2,0,1,2,8,0,1,0,3,10,0,2,0,1,0,0,1,0,0,0,14,10,1,14,8,2,6,3,34,9,15,11,1,11,9,8,6,6,4,1,3,5,4,2,11,3,7,6,4,8,7,4,5,3,5,8
"Otu1586",1,0,1,1,0,0,2,0,1,1,2,3,4,5,2,0,6,3,0,1,3,0,0,2,4,3,0,4,0,3,0,0,4,2,0,0,1,2,1,2,0,3,2,0,1,0,6,0,7,0,6,1,3,2,1,3,0,1,3,1,1,2,2,1,0,2,1,2,2,2,2,3
"Otu1122",2,0,0,0,1,0,2,0,2,2,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,4,3,1,0,0,1,0,0,1,4,2,4,0,5,8,5,4,1,0,7,1,7,0,4,3,3,1,0,1,1,3,5,3,1,3
"Otu72",101,47,50,54,21,69,48,41,41,28,101,47,7,11,13,3,7,7,2,12,17,1,8,9,14,25,2,28,1,0,0,1,11,22,0,0,68,49,36,54,13,39,66,41,56,46,97,50,23,7,39,22,27,10,22,29,9,25,20,18,19,24,29,51,17,23,41,16,25,27,29,22
"Otu1620",0,1,1,2,2,0,1,0,0,1,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,4,1,0,0,0,1,4,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
"Otu155",16,7,13,8,8,3,30,12,2,12,10,21,1,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10,13,36,3,12,19,20,20,37,7,4,9,5,3,4,3,3,3,7,4,5,18,1,3,6,26,12,1,23,4,4,2,2,4
"Otu466",9,10,43,18,38,18,15,4,66,12,1,19,21,3,9,28,10,8,0,5,2,8,4,4,13,32,24,8,0,4,0,0,7,69,0,0,13,7,23,8,12,15,12,17,15,9,2,23,7,44,22,6,6,18,4,5,1,8,6,3,26,24,43,5,16,16,6,23,30,14,12,2
"Otu12832",0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"Otu1853",0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,2,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"Otu6241",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,1,1,0,0,0,0,0,0,1,0,0
