"","ITS1NODNA","ITS1PCRNC","ITS1POST05801","ITS1POST05802","ITS1POST05803","ITS1POST05804","ITS1POST05805","ITS1POST05806","ITS1POST05807","ITS1POST05808","ITS1POST05809","ITS1POST05810","ITS1POST05811","ITS1POST05812","ITS1POST60101","ITS1POST60102","ITS1POST60103","ITS1POST60104","ITS1POST60105","ITS1POST60106","ITS1POST60107","ITS1POST60108","ITS1POST60109","ITS1POST60110","ITS1POST60111","ITS1POST60112","ITS1POST60301","ITS1POST60302","ITS1POST60303","ITS1POST60304","ITS1POST60305","ITS1POST60306","ITS1POST60307","ITS1POST60308","ITS1POST60309","ITS1POST60310","ITS1POST60311","ITS1POST60312","ITS1PRE05801","ITS1PRE05802","ITS1PRE05803","ITS1PRE05804","ITS1PRE05805","ITS1PRE05806","ITS1PRE05807","ITS1PRE05808","ITS1PRE05809","ITS1PRE05810","ITS1PRE05811","ITS1PRE05812","ITS1PRE60101","ITS1PRE60102","ITS1PRE60103","ITS1PRE60104","ITS1PRE60105","ITS1PRE60106","ITS1PRE60107","ITS1PRE60108","ITS1PRE60109","ITS1PRE60110","ITS1PRE60111","ITS1PRE60112","ITS1PRE60301","ITS1PRE60302","ITS1PRE60304","ITS1PRE60305","ITS1PRE60306","ITS1PRE60307","ITS1PRE60308","ITS1PRE60309","ITS1PRE60310","ITS1PRE60311","ITS1PRE60312","Consensus.Lineage","id","taxon","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"Otu8",0,5,263,9,8,2,6,9,6,10,7,3,20,11,3240,38903,3960,12573,30248,6145,17334,3610,9346,1925,6478,44582,1915,1,31,267,963,2676,15049,17038,8343,7,7308,29,3,9,2,1,8,1,2,8,2,7,25,2,3,5,4,2,1,30,1,3,1,3,7,9,1,4,5,4,3,6,0,3,2,7,5,"k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unidentified","Otu8","k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unidentified","k__Fungi","p__unidentified","c__unidentified","o__unidentified","f__unidentified","g__unidentified","s__unidentified"
"Otu105",0,4,0,0,0,1,0,0,0,0,0,0,0,0,8,6588,0,0,1,0,0,17,0,0,18,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,71,0,1,0,0,0,40,189,131,1,11,14,314,0,109,0,0,0,0,0,516,0,1,"k__Fungi; p__Ascomycota; c__Pezizomycetes; o__Pezizales; f__Pyronemataceae; g__unidentified; s__unidentified","Otu105","k__Fungi; p__Ascomycota; c__Pezizomycetes; o__Pezizales; f__Pyronemataceae; g__unidentified; s__unidentified","k__Fungi","p__Ascomycota","c__Pezizomycetes","o__Pezizales","f__Pyronemataceae","g__unidentified","s__unidentified"
"Otu77",0,1,5655,0,391,19,4,87,0,662,802,165,2,1170,0,0,1,2,1,3,0,0,1,0,0,2,1,0,0,0,0,0,2,2,2,0,1,0,25,9,38,397,17,46,0,1,25,52,33,134,0,33,3,0,0,0,0,0,1,1,0,1,76,0,98,0,1,27,27,7,874,185,74,"k__Fungi; p__Mortierellomycota; c__Mortierellomycetes; o__Mortierellales; f__Mortierellaceae; g__Mortierella; s__Mortierella_elongata","Otu77","k__Fungi; p__Mortierellomycota; c__Mortierellomycetes; o__Mortierellales; f__Mortierellaceae; g__Mortierella; s__Mortierella_elongata","k__Fungi","p__Mortierellomycota","c__Mortierellomycetes","o__Mortierellales","f__Mortierellaceae","g__Mortierella","s__Mortierella_elongata"
"Otu410",0,1,22,8,4,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,804,0,0,0,0,0,0,0,0,0,68,0,13,44,0,7,0,0,1,0,0,0,0,0,0,0,"k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__unidentified; g__unidentified; s__unidentified","Otu410","k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__unidentified; g__unidentified; s__unidentified","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__unidentified","g__unidentified","s__unidentified"
"Otu1321",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,0,0,18,0,0,0,114,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"k__Fungi; p__Ascomycota; c__Pezizomycetes; o__Pezizales; f__Morchellaceae; g__Morchella; s__Morchella_importuna","Otu1321","k__Fungi; p__Ascomycota; c__Pezizomycetes; o__Pezizales; f__Morchellaceae; g__Morchella; s__Morchella_importuna","k__Fungi","p__Ascomycota","c__Pezizomycetes","o__Pezizales","f__Morchellaceae","g__Morchella","s__Morchella_importuna"
"Otu5056",0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,1284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__unidentified; g__unidentified; s__unidentified","Otu5056","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__unidentified; g__unidentified; s__unidentified","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__unidentified","g__unidentified","s__unidentified"
"Otu181",0,3,0,0,0,0,2,1,0,0,1,0,0,1,104,403,118,2004,165,413,5,0,91,1366,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__Chaetomiaceae; g__Chaetomium; s__Chaetomium_globosum","Otu181","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__Chaetomiaceae; g__Chaetomium; s__Chaetomium_globosum","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Chaetomiaceae","g__Chaetomium","s__Chaetomium_globosum"
"Otu611",0,0,28,75,3,0,0,72,0,68,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,1,0,1,0,19,104,0,0,0,0,0,0,0,0,0,0,0,0,20,0,16,0,0,0,0,0,0,0,0,"k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Thelebolales; f__Thelebolaceae; g__Thelebolus; s__Thelebolus_spongiae","Otu611","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Thelebolales; f__Thelebolaceae; g__Thelebolus; s__Thelebolus_spongiae","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Thelebolales","f__Thelebolaceae","g__Thelebolus","s__Thelebolus_spongiae"
"Otu72",0,0,1127,37,31,33,330,5,325,332,1,0,337,2,2,3,20,0,0,12,1,0,1,2,0,2,0,0,0,0,1,0,1,0,0,1,1,1,36,0,76,0,139,2,0,1337,69,2,54,1,31,366,0,243,177,22,76,35,42,204,811,4871,9,0,250,57,57,40,48,5,2,13,0,"k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Venturiales; f__Venturiaceae; g__unidentified; s__unidentified","Otu72","k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Venturiales; f__Venturiaceae; g__unidentified; s__unidentified","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Venturiales","f__Venturiaceae","g__unidentified","s__unidentified"
"Otu9",0,0,2868,1152,3221,116,18,32639,1514,11310,5767,644,769,4517,5,4,22,5,241,24,3,2,17,11,5,11,9,319,0,5,4,5,9,10,5,858,3,2,1,69,1067,163,13,862,586,7108,850,2232,145,1413,4044,165,1280,69,50,1509,405,0,164,48,227,321,1012,526,2974,1875,1641,97,825,90,1210,2513,277,"k__Fungi; p__Mortierellomycota; c__Mortierellomycetes; o__Mortierellales; f__Mortierellaceae; g__Mortierella; s__Mortierella_elongata","Otu9","k__Fungi; p__Mortierellomycota; c__Mortierellomycetes; o__Mortierellales; f__Mortierellaceae; g__Mortierella; s__Mortierella_elongata","k__Fungi","p__Mortierellomycota","c__Mortierellomycetes","o__Mortierellales","f__Mortierellaceae","g__Mortierella","s__Mortierella_elongata"
"Otu35",0,0,3073,6,4,2,15744,1,1,5,0,0,0,6110,1,0,0,0,1,0,1,0,1,3,0,7,1,605,0,1,0,0,2,1,1,0,0,0,0,0,1,3,6535,1,1,0,1,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,4,68,6,0,1,1,33,0,0,152,48,"k__Fungi; p__Ascomycota; c__Pezizomycetes; o__Pezizales; f__Pyronemataceae; g__Genea; s__Genea_harknessii","Otu35","k__Fungi; p__Ascomycota; c__Pezizomycetes; o__Pezizales; f__Pyronemataceae; g__Genea; s__Genea_harknessii","k__Fungi","p__Ascomycota","c__Pezizomycetes","o__Pezizales","f__Pyronemataceae","g__Genea","s__Genea_harknessii"
"Otu3750",0,0,739,60,991,465,502,185,188,167,5778,527,36,134,62,201,37,36,817,1928,7,1479,1794,17,381,195,101,88,0,2,1,2,3,1,17,37,1,2,17,386,186,376,0,1,677,2,197,82,0,2,609,81,92,108,215,1957,933,1236,387,902,1608,1958,576,244,741,420,617,136,569,44,261,166,111,"k__Fungi; p__Mortierellomycota; c__Mortierellomycetes; o__Mortierellales; f__Mortierellaceae; g__Mortierella; s__Mortierella_amoeboidea","Otu3750","k__Fungi; p__Mortierellomycota; c__Mortierellomycetes; o__Mortierellales; f__Mortierellaceae; g__Mortierella; s__Mortierella_amoeboidea","k__Fungi","p__Mortierellomycota","c__Mortierellomycetes","o__Mortierellales","f__Mortierellaceae","g__Mortierella","s__Mortierella_amoeboidea"
"Otu11",0,0,7350,8,4,1032,17646,13308,17,8,3,1,1,22317,9,15,1,1,2,9,0,1,3,8,3,14,1,2,0,2,4,6,5,7,2,0,1,2,0,0,1,2502,28222,4,3,6,1,4,4,4709,3,1,2,1,1,509,1,1,27,0,7,3,4,1,55,0,127,1,1,2,2,11,0,"k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Thelephorales; f__Thelephoraceae; g__unidentified; s__unidentified","Otu11","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Thelephorales; f__Thelephoraceae; g__unidentified; s__unidentified","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Thelephorales","f__Thelephoraceae","g__unidentified","s__unidentified"
"Otu14",0,0,6294,963,3862,2130,7218,5778,506,1181,1392,497,6270,3010,6,5,9,26,102,346,2,194,81,4,9,10,22,2,0,5,1,4,3,3,7,4,6,3,381,2238,556,568,574,1309,942,984,290,679,3470,2128,185,3,16,29,4,158,50,101,57,35,35,42,15,81,20,64,116,8,36,2,78,8,198,"k__Fungi; p__Mortierellomycota; c__Mortierellomycetes; o__Mortierellales; f__Mortierellaceae; g__Mortierella; s__Mortierella_alpina","Otu14","k__Fungi; p__Mortierellomycota; c__Mortierellomycetes; o__Mortierellales; f__Mortierellaceae; g__Mortierella; s__Mortierella_alpina","k__Fungi","p__Mortierellomycota","c__Mortierellomycetes","o__Mortierellales","f__Mortierellaceae","g__Mortierella","s__Mortierella_alpina"
"Otu56",0,0,4206,3250,65,2,17,188,10,12,1,0,1,1,1,3,0,0,2,2,1,0,0,2,1,1,2,0,0,0,0,2,1,4,0,1,0,1,0,0,203,1,18,6652,0,1,1,2,0,3,1,0,0,0,0,3,0,0,0,1,0,1,0,0,0,0,2,1,205,86,0,0,0,"k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Thelephorales; f__Thelephoraceae; g__Tomentella; s__unidentified","Otu56","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Thelephorales; f__Thelephoraceae; g__Tomentella; s__unidentified","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Thelephorales","f__Thelephoraceae","g__Tomentella","s__unidentified"
"Otu12",0,0,5421,4,1,1,26793,2,45,41237,5,5458,0,45,6,22,2,2,7,9,2,1,2,12,5,8,4,1,0,0,2,0,8,8,4,7,1,4,1,4,66,2,5,2,5,19740,34606,6,2,4,1,3,28,290,3,3,131,36,74,2,169,143,3,2,3,1,2,3,98,14,8,22627,1,"k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Hygrophoraceae; g__Hygrocybe; s__Hygrocybe_conica","Otu12","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Hygrophoraceae; g__Hygrocybe; s__Hygrocybe_conica","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Hygrophoraceae","g__Hygrocybe","s__Hygrocybe_conica"
"Otu5150",0,0,439,44,1,10,58,139,152,1,571,55,72,296,2,3,12,3,3,1,1,0,2,1,2,7,0,1,0,0,2,0,3,3,1,3,0,1,919,60,97,1089,456,1,539,9902,267,272,232,342,2,1,2,30,0,129,1,1,0,0,319,2,0,1,2,2,0,5,1,0,0,1,1,"k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiaceae; g__Helicodendron; s__Helicodendron_luteoalbum","Otu5150","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiaceae; g__Helicodendron; s__Helicodendron_luteoalbum","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Helotiaceae","g__Helicodendron","s__Helicodendron_luteoalbum"
"Otu168",0,0,2575,5,534,0,0,0,1,0,1,264,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366,1,0,0,0,0,0,0,37,54,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,"k__Fungi; p__Mortierellomycota; c__Mortierellomycetes; o__Mortierellales; f__Mortierellaceae; g__Mortierella; s__Mortierella_alpina","Otu168","k__Fungi; p__Mortierellomycota; c__Mortierellomycetes; o__Mortierellales; f__Mortierellaceae; g__Mortierella; s__Mortierella_alpina","k__Fungi","p__Mortierellomycota","c__Mortierellomycetes","o__Mortierellales","f__Mortierellaceae","g__Mortierella","s__Mortierella_alpina"
"Otu68",0,0,1052,12,2216,0,0,339,2,1,0,2433,0,2827,96,11,0,2,1,1,0,5,68,1,0,4,0,64,0,22,0,0,0,0,2,0,0,0,0,0,0,1,1,46,0,1,0,6119,0,0,321,1,27,1,0,0,53,543,621,228,152,3,163,48,0,0,145,98,225,173,1269,7,32,"k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Clavariaceae; g__unidentified; s__unidentified","Otu68","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Clavariaceae; g__unidentified; s__unidentified","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Clavariaceae","g__unidentified","s__unidentified"
"Otu80",0,0,57,27,130,0,31,4,70,125,1303,75,8,2,0,2,19,0,2,5,6,0,171,1,27,2,24,200,0,0,1,0,1,2,2,12,0,1,0,27,97,0,1,1,802,169,30,460,2,0,96,3,0,84,82,0,176,278,263,24,84,124,564,368,689,1494,421,189,319,46,920,203,91,"k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Herpotrichiellaceae; g__Exophiala; s__Exophiala_equina","Otu80","k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Herpotrichiellaceae; g__Exophiala; s__Exophiala_equina","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae","g__Exophiala","s__Exophiala_equina"
"Otu213",0,0,1422,128,0,0,3,141,5,0,0,0,683,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,97,314,0,156,0,1,1753,0,0,7,8,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Entolomataceae; g__Entoloma; s__Entoloma_atrocoeruleum","Otu213","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Entolomataceae; g__Entoloma; s__Entoloma_atrocoeruleum","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Entolomataceae","g__Entoloma","s__Entoloma_atrocoeruleum"
"Otu52",0,0,1922,465,91,12,319,202,196,99,208,17,101,6,1,2,7,3,3,2,4,2,0,3,2,6,2,1,0,1,3,0,2,1,1,2,0,1,1,0,35,99,460,228,35,285,96,17,1,192,50,208,53,22,72,1,1,260,196,616,550,7588,1,1,78,85,0,2,0,0,0,47,0,"k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unidentified","Otu52","k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unidentified","k__Fungi","p__unidentified","c__unidentified","o__unidentified","f__unidentified","g__unidentified","s__unidentified"
"Otu122",0,0,2488,88,0,0,0,0,26,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,94,1,517,0,0,1,0,0,0,0,0,0,0,0,1,0,89,0,0,0,0,0,0,1,4479,39,0,101,142,0,0,0,0,"k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Psathyrellaceae; g__Coprinopsis; s__Coprinopsis_pannucioides","Otu122","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Psathyrellaceae; g__Coprinopsis; s__Coprinopsis_pannucioides","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Psathyrellaceae","g__Coprinopsis","s__Coprinopsis_pannucioides"
"Otu19",0,0,162,181,46,4,3,50,633,388,572,45,1752,46147,6,9,4,4,14,17,5,1,29,5,1,16,5,5,0,5,2,3,8,5,5,4,3,3,45,186,5,157,9,6,535,9,24,448,170,843,2,2,4,0,0,1,1,0,22,2,4,14,10,1,5,4,0,2,3,0,2,1,3,"k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Didymellaceae; g__Endophoma; s__Endophoma_elongata","Otu19","k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Didymellaceae; g__Endophoma; s__Endophoma_elongata","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymellaceae","g__Endophoma","s__Endophoma_elongata"
"Otu54",0,0,2178,11,12,14,2,0,32,0,0,0,3,53,0,0,0,0,1,2,2,0,2,1,1,4,2,1,0,0,0,0,2,3,0,0,0,0,854,12414,28,1,1,2,0,0,1,0,0,40,1,0,1,0,0,1,1,0,0,1,0,2,6,2,0,1,0,0,0,0,35,1,0,"k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Thelephorales; f__Thelephoraceae; g__Tomentella; s__unidentified","Otu54","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Thelephorales; f__Thelephoraceae; g__Tomentella; s__unidentified","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Thelephorales","f__Thelephoraceae","g__Tomentella","s__unidentified"
"Otu4587",0,0,1096,87,46,0,67,38,205,122,97,1,101,135,0,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,90,65,338,61,82,135,779,168,21,107,43,387,215,294,0,30,49,10,71,105,2,298,48,928,2,0,241,65,0,14,19,3,0,280,0,"k__Fungi; p__Ascomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unidentified","Otu4587","k__Fungi; p__Ascomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__unidentified","k__Fungi","p__Ascomycota","c__unidentified","o__unidentified","f__unidentified","g__unidentified","s__unidentified"
"Otu538",0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,33,0,0,0,27,33,56,81,304,0,5,10,0,1,0,0,1,0,0,0,0,0,0,"k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Nectriaceae; g__Dactylonectria; s__Dactylonectria_estremocensis","Otu538","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Nectriaceae; g__Dactylonectria; s__Dactylonectria_estremocensis","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Nectriaceae","g__Dactylonectria","s__Dactylonectria_estremocensis"
"Otu117",0,0,26,60,7,0,0,0,108,2,1,0,27,367,0,5,1,0,3,0,0,0,2,3,4,3,0,0,0,0,1,1,2,0,1,1,0,1,93,10,0,1,1,0,202,1,1,1831,33,6641,1,1,1,0,2,0,0,1,0,0,0,0,0,1,0,2,0,0,0,1,1,0,0,"k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiaceae; g__Hymenoscyphus; s__Hymenoscyphus_tetracladius","Otu117","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiaceae; g__Hymenoscyphus; s__Hymenoscyphus_tetracladius","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Helotiaceae","g__Hymenoscyphus","s__Hymenoscyphus_tetracladius"
"Otu150",0,0,204,1,1,0,17,0,89,278,33,26,0,39,7,1,13,0,7,2,1,0,16,0,1,25,0,52,0,0,0,0,0,0,0,113,0,7,0,12,7,0,0,0,0,391,0,28,0,141,200,65,216,0,14,123,53,96,173,36,142,78,44,29,84,265,178,41,123,0,58,31,0,"k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Nectriaceae; g__Ilyonectria; s__Ilyonectria_mors-panacis","Otu150","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Nectriaceae; g__Ilyonectria; s__Ilyonectria_mors-panacis","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Nectriaceae","g__Ilyonectria","s__Ilyonectria_mors-panacis"
"Otu71",0,0,1156,51,2,451,9,0,0,398,229,841,2135,751,1,4,1,1,0,1,1,0,36,0,1,2,0,0,0,1,0,1,0,0,1,1,0,1,105,712,5,1562,143,24,596,0,1,266,812,225,3,0,356,200,19,392,47,0,93,0,63,1399,468,0,0,1,28,11,22,18,1,0,1,"k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Clavariaceae; g__Clavaria; s__Clavaria_californica","Otu71","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Clavariaceae; g__Clavaria; s__Clavaria_californica","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Clavariaceae","g__Clavaria","s__Clavaria_californica"
"Otu73",0,0,211,264,98,10,4,184,2012,2,3,1844,499,1447,5,1,0,2,1,1,3,1,2,6,2,3,1,0,0,2,0,0,2,1,2,1,0,0,230,75,65,32,2,0,2697,5,1,1105,0,2347,1,2,1,0,1,3,0,0,2,1,6,2,93,2,627,0,0,26,41,1,1,0,0,"k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__unidentified; g__unidentified; s__unidentified","Otu73","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__unidentified; g__unidentified; s__unidentified","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__unidentified","g__unidentified","s__unidentified"
"Otu1610",0,0,35,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,"k__Fungi; p__Ascomycota; c__Sordariomycetes; o__unidentified; f__unidentified; g__unidentified; s__unidentified","Otu1610","k__Fungi; p__Ascomycota; c__Sordariomycetes; o__unidentified; f__unidentified; g__unidentified; s__unidentified","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__unidentified","f__unidentified","g__unidentified","s__unidentified"
"Otu37",0,0,488,210,24,0,11,625,856,195,970,33,96,4944,7,5,1,1,2,7,2,0,1,7,3,7,5,3,0,0,5,7,4,7,4,2,1,7,203,573,11,71,80,53,2527,12406,468,818,987,1474,0,2,5,1,74,2,0,0,3,2,3,5,1,0,2,2,1,1,3,1,354,4,0,"k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiaceae; g__Helicodendron; s__Helicodendron_luteoalbum","Otu37","k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Helotiaceae; g__Helicodendron; s__Helicodendron_luteoalbum","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Helotiaceae","g__Helicodendron","s__Helicodendron_luteoalbum"
"Otu680",0,0,11,5,5,0,16,28,13,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,19,46,0,15,38,143,33,23,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Polyporales; f__Meruliaceae; g__Hyphodermella; s__Hyphodermella_corrugata","Otu680","k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Polyporales; f__Meruliaceae; g__Hyphodermella; s__Hyphodermella_corrugata","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Meruliaceae","g__Hyphodermella","s__Hyphodermella_corrugata"
"Otu343",0,0,54,10,0,25,32,7,96,0,38,0,27,51,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,11,0,14,34,74,64,21,10,4,25,106,0,223,83,0,0,0,0,0,0,32,2,59,0,1,9,0,28,2,0,0,0,94,1,"k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Herpotrichiellaceae; g__Cladophialophora; s__Cladophialophora_chaetospira","Otu343","k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Herpotrichiellaceae; g__Cladophialophora; s__Cladophialophora_chaetospira","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae","g__Cladophialophora","s__Cladophialophora_chaetospira"
"Otu141",0,0,1098,27,21,0,2,52,271,48,178,1,615,727,1,1,0,0,45,0,1,0,28,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,26,0,8,0,58,397,38,31,25,1143,0,44,39,0,186,0,0,1,0,1,0,0,0,1,0,0,0,0,11,0,1,29,1,"k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Cystofilobasidiales; f__Mrakiaceae; g__Tausonia; s__Tausonia_pullulans","Otu141","k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Cystofilobasidiales; f__Mrakiaceae; g__Tausonia; s__Tausonia_pullulans","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Cystofilobasidiales","f__Mrakiaceae","g__Tausonia","s__Tausonia_pullulans"
